"ECE_Id","Org_Name","Telephone","Fax","Email","Add1_Line1","Add1_Suburb","Add1_City","Org_Type","Definition","Authority","20_Hrs_ECE","Equity_Index","Territorial_Authority","Regional_Council","Education_Region","General_Electorate","Māori_Electorate","Area_Unit","Ward","Contact1_Name","Add2_Line1","Add2_Suburb","Add2_City","Management_Telephone","Management_Fax","Col_Id","Col_Name","Latitude","Longitude","All_Children","Under_2s","Age_0","Age_1","Age_2","Age_3","Age_4","Age_5","Roll_Date","Total","European","Māori","Pacific","Asian","Other"
"45878",Te Mata Kids,"06 877 2335","",manager@tematakids.co.nz,"295 Te Mata Road","",Havelock North,Education and Care Service,Not Applicable,Privately owned,Yes,Not Applicable / Unknown,Hastings District,Hawke's Bay Region,Hawke's Bay/Tairawhiti,Tukituki,Ikaroa-Rawhiti,Brookvale,Heretaunga Ward,Sarah Bojesen-Trepka,P O Box 628,Stanmore Bay,Whangaparaoa 0943,"","","","",-39.670614000,"176.909913000","70","25","4","17","18","12","13","1","2020-07-01 00:00:00.0000000","65","49","11","0","1","3"
"45881",Barnardos Early Learning Centre Henderson,"09 838 0419","09 834 7144",joanne.bywater@barnardos.org.nz,"22A Smythe Road",Henderson,Auckland,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Auckland - Henderson-Massey,Auckland Region,Auckland,Te Atatu,Te Tai Tokerau,Henderson South,Waitakere Ward,Joanne Bywater,P O Box 6434,Marion Square,Wellington 6141,"09-8359576","09-8359573","","",-36.881657000,"174.628129000","30","25","1","8","7","1","5","0","2020-07-01 00:00:00.0000000","22","2","11","0","3","0"
"45896",Active Explorers Victoria Avenue,"06 355 5560","",cm.victoria@activeexplorers.co.nz,"4 Victoria Avenue",Terrace End,Palmerston North,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Palmerston North City,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North,Te Tai Hauauru,Palmerston North Central,Area Outside Ward,Deborah Rewi,P O Box 105843,Auckland City,Auckland 1143,"09-3778700","","99052",Palmerston North East Community of Learning,-40.349415000,"175.617258000","50","25","1","12","14","9","8","0","2020-07-01 00:00:00.0000000","44","15","16","0","10","1"
"70147",The Walnut Tree Preschool,"03 388 7633","03 388 7635",walnuttreepreschool@gmail.com,"313 Breezes Road",Bexley-Christchurch,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 2,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Bexley,Burwood Ward,Jillian Kaneen,"313 Breezes Road",Aranui,Christchurch 8061,"03-383 1548","","","",-43.518099000,"172.703136000","35","5","1","4","11","9","11","3","2020-07-01 00:00:00.0000000","39","19","16","0","1","0"
"25438","Kiwi Supertots Learning Centre, Botany","09 271 6553","09 271 6553","","37 Bishop Dunn Place",Botany,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Botany,Tamaki Makaurau,Rongomai,Manukau Ward,Ronika Prasad,P O Box 72311,Papakura,Auckland 2244,"09-296 7193","09-296 7194","","",-36.956505000,"174.899590000","135","25","3","16","22","21","23","2","2020-07-01 00:00:00.0000000","87","9","4","0","65","8"
"50131",Puddleducks' Nursery and Preschool,"06 323 3564","06 323 3567",enquiries@puddleducks.co.nz,"154 Manchester Street","",Feilding,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Manawatu District,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Rangitikei,Te Tai Hauauru,Feilding West,Feilding Ward,Hamish Davidson,P O Box 51,"",Feilding 4740,"06-3232996","","99134",Feilding Kāhui Ako,-40.222359000,"175.561146000","78","28","4","22","19","25","28","0","2020-07-01 00:00:00.0000000","98","82","10","0","2","2"
"25443",BestStart Mangere East 1,"09 258 5093","09 270 0505",mangereeast@best-start.org,"48 Tennessee Avenue",Mangere East,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 2,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Mangere,Tamaki Makaurau,Harania East,Manukau Ward,Jane  Burke,P O Box 276177,Manukau City,South Auckland 2241,"09-2504136","","99124",Whakatipu Akoranga Kāhui Ako,-36.960814000,"174.824186000","95","25","4","12","22","8","0","0","2020-07-01 00:00:00.0000000","46","1","14","0","6","0"
"10432",Kereru Kindy Too,"09 430 8804","",jennifer@kererukindy.co.nz,"152 Bank Street","",Whangarei,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 3,Whangarei District,Northland Region,Tai Tokerau,Whangarei,Te Tai Tokerau,Regent,Okara Ward,Jennifer Dahl,"2/252 Hibiscus Coast Highway","",Orewa 0931,"09-426 8718","09-000 0000","99181",Ngā Kura mo te ako o Whangarei Kāhui Ako Group 2,-35.718979000,"174.321791000","30","0","0","0","3","9","9","1","2020-07-01 00:00:00.0000000","22","10","9","0","0","1"
"70151",Rosy Cheeks Early Learning Centre,"03 337 5252","",info@rosycheeks.co.nz,"188 Rose Street",Somerfield,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Banks Peninsula,Te Tai Tonga,Barrington South,Cashmere Ward,Katherine Warne,"188 Rose Street",Somerfield,Christchurch 8024,"03-3375252","","99177",Te Mana Raupō Community of Learning,-43.563667000,"172.624814000","35","0","0","0","8","25","28","8","2020-07-01 00:00:00.0000000","69","49","5","0","9","4"
"25437",St Andrews Preschool,"09 267 3149","",preschool@sapc.org.nz,"150 Great South Road",Manurewa,Auckland,Education and Care Service,Not Applicable,Community based,Yes,EQI 4,Auckland - Manurewa,Auckland Region,Auckland,Manurewa,Tamaki Makaurau,Hillpark,Manurewa-Papakura Ward,Michelle Willis,P O Box 75286,Manurewa,Auckland 2243,"09-267 3149","","99186",Alfriston Kāhui Ako,-37.019315000,"174.895343000","40","0","0","0","2","12","12","3","2020-07-01 00:00:00.0000000","29","1","2","0","15","8"
"70172",BestStart Kilmarnock Street,"03 348 3461","03 348 3461",penny.neilson@best-start.org,"27 Kilmarnock Street",Riccarton,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Mona Vale,Riccarton Ward,Penny Neilson,P O Box 276177,Manukau City,South Auckland 2241,"027-8088396","","99176",Pūtaringamotu Kāhui Ako,-43.527112000,"172.607875000","115","25","5","8","26","28","23","2","2020-07-01 00:00:00.0000000","92","20","6","0","63","2"
"45305",Little Orchard Preschool - McGarvey Road 2,"07 308 7777","07 307 8553",generalmanager@lops.co.nz,"101 McGarvey Road","",Whakatane,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Whakatane District,Bay of Plenty Region,Bay of Plenty/Waiariki,East Coast,Waiariki,Whakatane North,Whakatane-Ohope Ward,Sara Davie,P O Box 628,Stanmore Bay,Whangaparaoa 0943,"","","99016",Whakatane Community of Learning,-37.957406000,"176.987046000","50","5","0","0","7","27","22","0","2020-07-01 00:00:00.0000000","56","17","32","0","3","1"
"45261",Child's Wonder Learning Centre,"07 542 4602","",info@childswonder.co.nz,"1 Doncaster Drive",Papamoa,Tauranga,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Tauranga City,Bay of Plenty Region,Bay of Plenty/Waiariki,Bay of Plenty,Waiariki,Doncaster,Mount Maunganui-Papamoa Ward,Kate Williamson,"1 Doncaster Drive",Papamoa Beach,Papamoa 3118,"","","","",-37.706829000,"176.285156000","43","15","1","7","11","16","15","1","2020-07-01 00:00:00.0000000","51","35","5","0","8","1"
"45265",Superstart Childcare,"09 274 9226","",leanalea@hotmail.com,"88 Lady Ruby Drive",East Tamaki,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Auckland - Howick,Auckland Region,Auckland,Botany,Tamaki Makaurau,Greenmount,Howick Ward,Ling (Annie) Wang,"338 Point View Drive, Shamrock Park",Dannemora,Auckland 2016,"09-2749226","","","",-36.945652000,"174.898216000","93","15","0","5","11","27","22","3","2020-07-01 00:00:00.0000000","68","1","0","0","61","3"
"46096",Seeds and Sprouts Childcare Ltd,"09 459 1778","09 459 1779",cassandra.wood@outlook.com,"15 Moody Avenue",Whau Valley,Whangarei,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Whangarei District,Northland Region,Tai Tokerau,Whangarei,Te Tai Tokerau,Whau Valley,Denby Ward,Cassandra Wood,"835 Pipiwai Road RD 6","",Whangarei 0176,"","","","",-35.701285000,"174.316334000","40","10","3","11","10","13","8","0","2020-07-01 00:00:00.0000000","45","33","11","0","0","0"
"30354",Creators @ Home - Waikato Quality,"07 960 9040","",info@creatorsathome.org.nz,"201 Sandwich Road",St Andrews-Hamilton,Hamilton,Homebased Network,Not Applicable,Privately owned,Yes,EQI 4,Hamilton City,Waikato Region,Waikato,Hamilton West,Hauraki-Waikato,Bryant,West Ward,David Gibson,PO Box 10462,Te Rapa,Hamilton 3241,"0800-273286","","","",-37.748562000,"175.249118000","80","80","8","13","14","14","7","0","2020-07-01 00:00:00.0000000","56","40","9","0","3","2"
"45561",Te Kōhanga Reo o Ngā Whare Maha ,"09 479 6375","09 479 6375","","7 A Ceres Court",Mairangi Bay,Auckland,Te Kōhanga Reo,Not Applicable,Community based,Yes,EQI 5+,Auckland - Upper Harbour,Auckland Region,Auckland,East Coast Bays,Te Tai Tokerau,Windsor Park,Albany Ward,Kerry Jones,P O Box 38741,Wellington Mail Centre,Lower Hutt 5045,"04-381 8750","","","",-36.743516000,"174.732036000","28","10","2","3","6","4","7","2","2020-07-01 00:00:00.0000000","24","0","24","0","0","0"
"45574",Koru Kids Early Learning Centre,"09 277 4222","","","30 Kenderine Road",Papatoetoe,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 3,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Manurewa,Tamaki Makaurau,Papatoetoe West,Manukau Ward,Sarah White,"19 Tasman Avenue",Mount Albert,Auckland 1025,"021-02419391","","","",-36.982647000,"174.851516000","73","13","4","6","5","11","16","2","2020-07-01 00:00:00.0000000","44","0","12","0","13","1"
"45277",BestStart Riverbend Road,"06 843 4534","",kelly.abraham@best-start.org,"21 Riverbend Road",Onekawa,Napier,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Napier City,Hawke's Bay Region,Hawke's Bay/Tairawhiti,Napier,Ikaroa-Rawhiti,Onekawa Central,Onekawa-Tamatea Ward,Kelly Abraham,P O Box 276177,Manukau City,South Auckland 2241,"06-8565798","","99002",Matariki Community of Learning,-39.502609000,"176.893502000","75","20","3","12","16","13","27","1","2020-07-01 00:00:00.0000000","72","26","36","0","6","0"
"45278",Au Pair Link Taranaki 1,"06 755 2655","","","373 Smart Road","",New Plymouth,Homebased Network,Not Applicable,Privately owned,Yes,EQI 5+,New Plymouth District,Taranaki Region,Taranaki/Whanganui/Manawatu,New Plymouth,Te Tai Hauauru,Lepperton,New Plymouth City Ward,Briar Burwell,P O Box 163032,Lynfield,Auckland 1443,"022-0490693","","","",-39.082273000,"174.122029000","80","80","0","2","3","0","2","0","2020-07-01 00:00:00.0000000","7","7","0","0","0","0"
"45287",Otatara Preschool,"03 213 0456","03 213 1076",petrina@otatarapreschool.co.nz,"6 Marama Avenue North",Otatara,Invercargill,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Invercargill City,Southland Region,Otago/Southland,Invercargill,Te Tai Tonga,Otatara,Area Outside Ward,Petrina Hickey,"6 Marama Avenue North",Otatara,Invercargill 9879,"03-213 1356","","","",-46.430383000,"168.308491000","65","17","2","13","23","19","19","0","2020-07-01 00:00:00.0000000","76","52","17","0","5","0"
"45868",Alphabet Academy Cloverlea,"06 357 0364","06 357 0364","","237 Tremaine Avenue",Cloverlea,Palmerston North,Education and Care Service,Not Applicable,Community based,Yes,EQI 4,Palmerston North City,Manawatu-Wanganui Region,Taranaki/Whanganui/Manawatu,Palmerston North,Te Tai Hauauru,Highbury,Area Outside Ward,Jennie Meacheam ,P O Box 7091,Manawatu Mail Centre,Palmerston North 4410,"06-3574717","","","",-40.351125000,"175.581297000","50","16","3","6","7","11","8","2","2020-07-01 00:00:00.0000000","37","17","8","0","4","2"
"45873",Small Fries Christian Childcare Centre,"09 477 2879","",reception@smallfries.org.nz,"542-550 East Coast Road",Mairangi Bay,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Auckland - Upper Harbour,Auckland Region,Auckland,East Coast Bays,Te Tai Tokerau,Windsor Park,Albany Ward,Verdette Bruwer,P O Box 65685,Mairangi Bay,Auckland 0630,"","","99000",Mid Bays Community of Schools,-36.738965000,"174.741600000","138","25","4","10","30","36","40","3","2020-07-01 00:00:00.0000000","123","31","1","0","87","3"
"46097",Scribbles Early Education Centre,"09 527 1811","",marina@scribbleseec.co.nz,"297-301 Mt Wellington Highway",Mt Wellington,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,Not Applicable / Unknown,Auckland - Maungakiekie-Tamaki,Auckland Region,Auckland,Maungakiekie,Tamaki Makaurau,Hamlin,Maungakiekie-Tamaki Ward,Marina Vlasic,P O Box 26481,Epsom,Auckland 1344,"09-527 1811","","","",-36.914583000,"174.838565000","110","35","5","18","22","26","29","3","2020-07-01 00:00:00.0000000","103","17","29","0","33","3"
"45288",Home2Grow Childcare,"0508 466 324","",simran@home2grow.co.nz,"14 Springs Road",East Tamaki,Auckland,Homebased Network,Not Applicable,Privately owned,Yes,EQI 4,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Panmure-Otahuhu,Tamaki Makaurau,Otara East,Manukau Ward,Simran Naik,P O Box 217076,Botany Junction,Auckland 2164,"0508-466 324 Ext 1","","","",-36.952235000,"174.890613000","80","80","13","11","16","16","14","1","2020-07-01 00:00:00.0000000","71","0","0","0","64","1"
"45875",Glendowie Montessori Preschool,"09 575 6453","",teachers@glendowiemontessori.net.nz,"227 West Tamaki Road",Glendowie,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,Not Applicable / Unknown,Auckland - Maungakiekie-Tamaki,Auckland Region,Auckland,Tamaki,Tamaki Makaurau,Glen Innes East,Maungakiekie-Tamaki Ward,Heather Skelton,"227 West Tamaki Road",Glendowie,Auckland 1072,"09-5754261","","","",-36.869602000,"174.874521000","27","0","0","0","1","12","10","7","2020-07-01 00:00:00.0000000","30","11","0","0","17","1"
"90038",CAS Early Learning Centre,"03 215 9944","03 215 6018",cas09@xtra.co.nz,"12 Renfrew Street",Waikiwi,Invercargill,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Invercargill City,Southland Region,Otago/Southland,Invercargill,Te Tai Tonga,Grasmere,Area Outside Ward,Sharyn Cook,"12 Renfrew Street",Waikiwi,Invercargill 9810,"03 2159944","","","",-46.377508000,"168.346420000","24","0","0","0","4","10","17","0","2020-07-01 00:00:00.0000000","31","20","6","0","4","0"
"45588",Little Magpies Home Based Care,"06 877 5261","06 877 5267",admin@littlemagpies.co.nz,"24 Leyland Street",Onekawa,Napier,Homebased Network,Not Applicable,Privately owned,Yes,EQI 4,Napier City,Hawke's Bay Region,Hawke's Bay/Tairawhiti,Napier,Ikaroa-Rawhiti,Onekawa West,Onekawa-Tamatea Ward,Shane Rooney,P O Box 8644,"",Havelock North 4157,"06-8776108","","","",-39.504759000,"176.881335000","80","80","3","5","10","6","7","0","2020-07-01 00:00:00.0000000","31","20","8","0","1","1"
"45599",Faculty of Education Early Childhood Centre,"09 623 8867","",ecc-epsomave@auckland.ac.nz,"28 Kohia Terrace, Gate 8",Epsom,Auckland,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Auckland - Albert-Eden,Auckland Region,Auckland,Epsom,Tamaki Makaurau,Epsom Central,Albert-Eden-Roskill Ward,Aimée MacAskill,"THE UNIVERSITY OF AUCKLAND LEVEL 9, 49 SYMONDS STREET","",Auckland 1010,"09-8460233","","","",-36.885050000,"174.767647000","62","20","0","8","14","21","17","2","2020-07-01 00:00:00.0000000","62","30","4","0","23","4"
"45605",Happy Feet Childcare Richmond ,"03 541 0617","03 379 4049",richmond@happyfeetchildcare.co.nz,"34 Edward Street",Richmond,Nelson,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Tasman District,Tasman Region,Nelson/Marlborough/West Coast,Nelson,Te Tai Tonga,Richmond East,Richmond Ward,Hannah Lovell,P O Box 628,Stanmore Bay,Whangaparaoa 0943,"03-5054587","","99142",Waimea Community of Learning,-41.341819000,"173.193100000","65","25","3","18","21","17","22","2","2020-07-01 00:00:00.0000000","83","53","14","0","12","1"
"40339",Kids at Home The Bay 1,"0508 445 437","07 578 9825","","57A Spring Street",Tauranga Central,Tauranga,Homebased Network,Not Applicable,Privately owned,Yes,EQI 5+,Tauranga City,Bay of Plenty Region,Bay of Plenty/Waiariki,Tauranga,Waiariki,Tauranga Central,Te Papa-Welcome Bay Ward,Jacqui Haywood,"57A Spring Street","",Tauranga 3110,"0508-445437","","","",-37.684237000,"176.168084000","80","80","0","12","11","4","10","0","2020-07-01 00:00:00.0000000","37","27","5","0","0","0"
"45307",BestStart Montessori St Albans,"03 356 0111","","","96 Trafalgar Street",St Albans,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,St Albans East,Innes Ward,Penny Neilson,P O Box 276177,Manukau City,South Auckland 2241,"027-8088396","","","",-43.509292000,"172.634578000","48","10","0","13","12","23","20","2","2020-07-01 00:00:00.0000000","70","47","8","0","11","3"
"45606",Kiwi Kids Early Learning Centre,"09 436 3085","09 436 3085",info@kiwikidselc.co.nz,"4 Waimahanga Road",Onerahi,Whangarei,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Whangarei District,Northland Region,Tai Tokerau,Whangarei,Te Tai Tokerau,Sherwood Rise,Okara Ward,Jane Allen,"4 Waimahanga Road",Onerahi,Whangarei 0110,"09-4363085","09-4363085","99181",Ngā Kura mo te ako o Whangarei Kāhui Ako Group 2,-35.741775000,"174.362614000","50","16","1","10","16","12","20","1","2020-07-01 00:00:00.0000000","60","44","14","0","1","0"
"45617",Stems From Home,"09 536 7103","",emma@stemsfromhome.co.nz,"93A Beach Road, Mellons Bay","",Auckland,Homebased Network,Not Applicable,Privately owned,Yes,EQI 5+,Auckland - Howick,Auckland Region,Auckland,Pakuranga,Tamaki Makaurau,Mellons Bay,Howick Ward,Stephany Wofinden,"93A Beach Road ",Mellons Bay,Auckland,"0800-783378","09-5367108","","",-36.900851000,"174.929487000","80","80","5","4","8","5","2","0","2020-07-01 00:00:00.0000000","24","9","2","0","6","2"
"45289",Kids Time Kindergarten,"07 824 7373","07 824 8872","","76 Great South Road","",Ngaruawahia,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 3,Waikato District,Waikato Region,Waikato,Waikato,Hauraki-Waikato,Ngaruawahia,Ngaruawahia Ward,Elise Gerrits,"3 Galileo Street","",Ngaruawahia,"07-824 7373","","","",-37.665441000,"175.148090000","50","0","0","0","0","4","21","3","2020-07-01 00:00:00.0000000","28","9","18","0","0","1"
"45350",Learning Days Childcare Limited,"03 216 6224","",learningdays@slingshot.co.nz,"61 Prospect Terrace",Newfield,Invercargill,Homebased Network,Not Applicable,Privately owned,Yes,EQI 5+,Invercargill City,Southland Region,Otago/Southland,Invercargill,Te Tai Tonga,Newfield-Rockdale,Area Outside Ward,Leah Jones,"61 Prospect Terrace",Newfield,Invercargill 9812,"03-2166224","","","",-46.416329000,"168.381868000","60","60","1","3","10","3","2","0","2020-07-01 00:00:00.0000000","19","13","1","0","1","1"
"45360",Kidiwise Early Learning Centre,"07 576 0149","06 579 2343",info@kidiwise.co.nz,"231 State Highway 2",Bethlehem,Tauranga,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Tauranga City,Bay of Plenty Region,Bay of Plenty/Waiariki,Tauranga,Waiariki,Bethlehem,Otumoetai-Pyes Pa Ward,Anna  Rutten,P O Box 16256,Bethlehem,Tauranga 3147,"07-5760149","","99036",Ōtūmoetai Community of Learning,-37.696203000,"176.109808000","117","20","4","8","17","24","29","1","2020-07-01 00:00:00.0000000","83","45","29","0","5","0"
